Customer_ID,Customer_Name,City,State,Customer_Segment
CUST-0414,Pooja Kulkarni,Thane,Maharashtra,Frequent Buyer
CUST-0415,Karan Banerjee,Kolkata,West Bengal,Frequent Buyer
CUST-0416,Siddharth Deshmukh,Hyderabad,Telangana,Frequent Buyer
CUST-0417,Meera Chopra,Ahmedabad,Gujarat,Frequent Buyer
CUST-0418,Riya Shah,Thane,Maharashtra,Frequent Buyer
CUST-0419,Karan Mehta,Chennai,Tamil Nadu,Standard
CUST-0420,Rohan Reddy,Hyderabad,Telangana,Standard
CUST-0421,Kavya Singh,Jaipur,Rajasthan,Frequent Buyer
CUST-0422,Diya Banerjee,Chennai,Tamil Nadu,Standard
CUST-0423,Nikhil Kulkarni,Pune,Maharashtra,Standard
CUST-0424,Nikhil Chopra,Kolkata,West Bengal,Standard
CUST-0425,Nikhil Deshmukh,Thane,Maharashtra,Standard
CUST-0426,Siddharth Singh,Kolkata,West Bengal,Frequent Buyer
CUST-0427,Nikhil Patel,Jaipur,Rajasthan,Standard
CUST-0428,Amit Sharma,Hyderabad,Telangana,Frequent Buyer
CUST-0429,Riya Joshi,Mumbai,Maharashtra,Standard
CUST-0430,Meera Sharma,Delhi,Delhi,Standard
CUST-0431,Priya Gupta,Ahmedabad,Gujarat,Frequent Buyer
CUST-0432,Ananya Reddy,Delhi,Delhi,VIP Customer
CUST-0433,Vikram Gupta,Hyderabad,Telangana,VIP Customer
CUST-0434,Diya Patel,Jaipur,Rajasthan,Frequent Buyer
CUST-0435,Amit Sharma,Kolkata,West Bengal,Standard
CUST-0436,Priya Shah,Kolkata,West Bengal,Standard
CUST-0437,Aditya Joshi,Thane,Maharashtra,Standard
CUST-0438,Amit Shah,Ahmedabad,Gujarat,Standard
CUST-0439,Riya Verma,Ahmedabad,Gujarat,Standard
CUST-0440,Ananya Patel,Mumbai,Maharashtra,Frequent Buyer
CUST-0441,Neha Chopra,Mumbai,Maharashtra,Standard
CUST-0442,Amit Reddy,Chennai,Tamil Nadu,Standard
CUST-0443,Kavya Gupta,Pune,Maharashtra,Standard
CUST-0444,Aarav Joshi,Ahmedabad,Gujarat,Standard
CUST-0445,Riya Chopra,Mumbai,Maharashtra,Standard
CUST-0446,Amit Joshi,Bengaluru,Karnataka,Standard
CUST-0447,Varun Nair,Mumbai,Maharashtra,Frequent Buyer
CUST-0448,Diya Singh,Hyderabad,Telangana,Standard
CUST-0449,Kavya Verma,Thane,Maharashtra,Standard
CUST-0450,Riya Gupta,Bengaluru,Karnataka,Standard
CUST-0451,Rohan Deshmukh,Chennai,Tamil Nadu,Standard
CUST-0452,Aarav Sharma,Bengaluru,Karnataka,Standard
CUST-0453,Riya Joshi,Jaipur,Rajasthan,Standard
CUST-0454,Meera Banerjee,Thane,Maharashtra,Frequent Buyer
CUST-0455,Amit Singh,Kolkata,West Bengal,Standard
CUST-0456,Riya Kulkarni,Hyderabad,Telangana,Standard
CUST-0457,Ishita Verma,Delhi,Delhi,Standard
CUST-0458,Neha Verma,Chennai,Tamil Nadu,Standard
CUST-0459,Neha Banerjee,Chennai,Tamil Nadu,Standard
CUST-0460,Amit Deshmukh,Bengaluru,Karnataka,Standard
CUST-0461,Karan Gupta,Mumbai,Maharashtra,Standard
CUST-0462,Varun Gupta,Thane,Maharashtra,Frequent Buyer
CUST-0463,Varun Chopra,Kolkata,West Bengal,Standard
CUST-0464,Kavya Mehta,Ahmedabad,Gujarat,Frequent Buyer
CUST-0465,Ishita Shah,Pune,Maharashtra,Standard
CUST-0466,Siddharth Gupta,Bengaluru,Karnataka,Standard
CUST-0467,Meera Deshmukh,Thane,Maharashtra,Standard
CUST-0468,Siddharth Rao,Mumbai,Maharashtra,Frequent Buyer
CUST-0469,Rahul Reddy,Ahmedabad,Gujarat,Frequent Buyer
CUST-0470,Ananya Banerjee,Delhi,Delhi,Frequent Buyer
CUST-0471,Sneha Patel,Delhi,Delhi,Frequent Buyer
CUST-0472,Rahul Rao,Thane,Maharashtra,Standard
CUST-0473,Vikram Rao,Mumbai,Maharashtra,Standard
CUST-0474,Diya Gupta,Mumbai,Maharashtra,Standard
CUST-0475,Nikhil Chopra,Bengaluru,Karnataka,Standard
CUST-0476,Varun Sharma,Mumbai,Maharashtra,Standard
CUST-0477,Karan Patel,Hyderabad,Telangana,Standard
CUST-0478,Ananya Shah,Jaipur,Rajasthan,Standard
CUST-0479,Neha Verma,Bengaluru,Karnataka,Standard
CUST-0480,Diya Joshi,Bengaluru,Karnataka,Standard
CUST-0481,Amit Chopra,Bengaluru,Karnataka,Standard
CUST-0482,Sneha Shah,Chennai,Tamil Nadu,Frequent Buyer
CUST-0483,Karan Kulkarni,Bengaluru,Karnataka,Frequent Buyer
CUST-0484,Amit Rao,Bengaluru,Karnataka,Frequent Buyer
CUST-0485,Amit Mehta,Pune,Maharashtra,VIP Customer
CUST-0486,Nikhil Verma,Hyderabad,Telangana,Standard
CUST-0487,Ishita Joshi,Delhi,Delhi,Standard
CUST-0488,Neha Gupta,Pune,Maharashtra,Frequent Buyer
CUST-0489,Ananya Sharma,Thane,Maharashtra,VIP Customer
CUST-0490,Karan Kulkarni,Jaipur,Rajasthan,Frequent Buyer
CUST-0491,Vikram Banerjee,Jaipur,Rajasthan,Standard
CUST-0492,Varun Gupta,Kolkata,West Bengal,Standard
CUST-0493,Priya Mehta,Kolkata,West Bengal,Standard
CUST-0494,Aarav Chopra,Chennai,Tamil Nadu,Standard
CUST-0495,Amit Singh,Jaipur,Rajasthan,Standard
CUST-0496,Siddharth Gupta,Hyderabad,Telangana,Standard
CUST-0497,Pooja Nair,Jaipur,Rajasthan,Frequent Buyer
CUST-0498,Aditya Mehta,Mumbai,Maharashtra,Standard
CUST-0499,Priya Chopra,Pune,Maharashtra,Frequent Buyer
CUST-0500,Meera Patel,Ahmedabad,Gujarat,Frequent Buyer
CUST-0501,Meera Joshi,Mumbai,Maharashtra,Standard
CUST-0502,Diya Verma,Pune,Maharashtra,Standard
CUST-0503,Varun Deshmukh,Bengaluru,Karnataka,Standard
CUST-0504,Vikram Singh,Pune,Maharashtra,Standard
CUST-0505,Ananya Patel,Ahmedabad,Gujarat,Standard
CUST-0506,Rohan Gupta,Thane,Maharashtra,Standard
CUST-0507,Siddharth Sharma,Chennai,Tamil Nadu,Standard
CUST-0508,Kavya Patel,Kolkata,West Bengal,Frequent Buyer
CUST-0509,Pooja Kulkarni,Hyderabad,Telangana,Frequent Buyer
CUST-0510,Neha Joshi,Delhi,Delhi,Frequent Buyer
CUST-0511,Siddharth Nair,Pune,Maharashtra,Standard
CUST-0512,Siddharth Kulkarni,Hyderabad,Telangana,Standard
CUST-0513,Ananya Chopra,Mumbai,Maharashtra,Frequent Buyer
CUST-0514,Neha Deshmukh,Bengaluru,Karnataka,Standard
CUST-0515,Diya Banerjee,Pune,Maharashtra,Standard
CUST-0516,Sneha Verma,Hyderabad,Telangana,VIP Customer
CUST-0517,Sneha Sharma,Thane,Maharashtra,VIP Customer
CUST-0518,Riya Nair,Chennai,Tamil Nadu,Standard
CUST-0519,Priya Joshi,Jaipur,Rajasthan,Standard
CUST-0520,Ishita Gupta,Ahmedabad,Gujarat,Standard
CUST-0521,Ishita Chopra,Ahmedabad,Gujarat,Standard
CUST-0522,Riya Patel,Kolkata,West Bengal,VIP Customer
CUST-0523,Nikhil Nair,Chennai,Tamil Nadu,Standard
CUST-0524,Neha Nair,Delhi,Delhi,Standard
CUST-0525,Riya Deshmukh,Ahmedabad,Gujarat,Standard
CUST-0526,Vikram Sharma,Kolkata,West Bengal,Frequent Buyer
CUST-0527,Riya Verma,Hyderabad,Telangana,Standard
CUST-0528,Aarav Kulkarni,Delhi,Delhi,Standard
CUST-0529,Siddharth Joshi,Thane,Maharashtra,Standard
CUST-0530,Siddharth Sharma,Ahmedabad,Gujarat,Standard
CUST-0531,Priya Verma,Delhi,Delhi,Standard
CUST-0532,Karan Reddy,Pune,Maharashtra,VIP Customer
CUST-0533,Riya Gupta,Bengaluru,Karnataka,Standard
CUST-0534,Pooja Deshmukh,Mumbai,Maharashtra,Frequent Buyer
CUST-0535,Pooja Shah,Pune,Maharashtra,Frequent Buyer
CUST-0536,Ishita Kulkarni,Pune,Maharashtra,Standard
CUST-0537,Amit Joshi,Ahmedabad,Gujarat,Standard
CUST-0538,Rohan Verma,Thane,Maharashtra,VIP Customer
CUST-0539,Pooja Rao,Thane,Maharashtra,Standard
CUST-0540,Aarav Mehta,Hyderabad,Telangana,Frequent Buyer
CUST-0541,Kavya Deshmukh,Mumbai,Maharashtra,Frequent Buyer
CUST-0542,Rohan Patel,Delhi,Delhi,Standard
CUST-0543,Rahul Joshi,Ahmedabad,Gujarat,Standard
CUST-0544,Ananya Mehta,Bengaluru,Karnataka,Standard
CUST-0545,Rahul Chopra,Delhi,Delhi,Frequent Buyer
CUST-0546,Meera Banerjee,Delhi,Delhi,Standard
CUST-0547,Karan Shah,Hyderabad,Telangana,Frequent Buyer
CUST-0548,Nikhil Reddy,Chennai,Tamil Nadu,Standard
CUST-0549,Ananya Gupta,Pune,Maharashtra,Standard
CUST-0550,Amit Rao,Thane,Maharashtra,Standard
CUST-0551,Rohan Joshi,Ahmedabad,Gujarat,Standard
CUST-0552,Vikram Chopra,Pune,Maharashtra,Frequent Buyer
CUST-0553,Vikram Nair,Delhi,Delhi,Frequent Buyer
CUST-0554,Riya Banerjee,Chennai,Tamil Nadu,Frequent Buyer
CUST-0555,Vikram Verma,Hyderabad,Telangana,Standard
CUST-0556,Rohan Kulkarni,Delhi,Delhi,Standard
CUST-0557,Kavya Kulkarni,Hyderabad,Telangana,Frequent Buyer
CUST-0558,Aditya Shah,Hyderabad,Telangana,Standard
CUST-0559,Sneha Reddy,Bengaluru,Karnataka,Standard
CUST-0560,Vikram Joshi,Chennai,Tamil Nadu,Standard
CUST-0561,Meera Banerjee,Bengaluru,Karnataka,VIP Customer
CUST-0562,Aditya Banerjee,Thane,Maharashtra,Standard
CUST-0563,Rohan Sharma,Mumbai,Maharashtra,Standard
CUST-0564,Riya Kulkarni,Bengaluru,Karnataka,Standard
CUST-0565,Ananya Mehta,Delhi,Delhi,Standard
CUST-0566,Neha Patel,Thane,Maharashtra,Standard
CUST-0567,Sneha Gupta,Delhi,Delhi,Frequent Buyer
CUST-0568,Siddharth Sharma,Mumbai,Maharashtra,Frequent Buyer
CUST-0569,Aarav Verma,Ahmedabad,Gujarat,Standard
CUST-0570,Pooja Verma,Mumbai,Maharashtra,Standard
CUST-0571,Karan Kulkarni,Kolkata,West Bengal,Frequent Buyer
CUST-0572,Neha Sharma,Hyderabad,Telangana,Frequent Buyer
CUST-0573,Rahul Patel,Chennai,Tamil Nadu,Standard
CUST-0574,Aditya Nair,Mumbai,Maharashtra,Standard
CUST-0575,Karan Sharma,Ahmedabad,Gujarat,Standard
CUST-0576,Rohan Nair,Kolkata,West Bengal,Standard
CUST-0577,Neha Gupta,Delhi,Delhi,Standard
CUST-0578,Karan Mehta,Delhi,Delhi,Frequent Buyer
CUST-0579,Nikhil Chopra,Chennai,Tamil Nadu,Standard
CUST-0580,Aditya Joshi,Jaipur,Rajasthan,Frequent Buyer
CUST-0581,Pooja Deshmukh,Kolkata,West Bengal,Standard
CUST-0582,Neha Nair,Mumbai,Maharashtra,Frequent Buyer
CUST-0583,Amit Verma,Thane,Maharashtra,Standard
CUST-0584,Priya Shah,Delhi,Delhi,Standard
CUST-0585,Meera Gupta,Ahmedabad,Gujarat,Frequent Buyer
CUST-0586,Ananya Deshmukh,Kolkata,West Bengal,Standard
CUST-0587,Karan Gupta,Thane,Maharashtra,Standard
CUST-0588,Meera Kulkarni,Kolkata,West Bengal,Standard
CUST-0589,Kavya Chopra,Kolkata,West Bengal,Standard
CUST-0590,Riya Shah,Thane,Maharashtra,VIP Customer
CUST-0591,Kavya Sharma,Pune,Maharashtra,Frequent Buyer
CUST-0592,Vikram Sharma,Pune,Maharashtra,Standard
CUST-0593,Rahul Shah,Thane,Maharashtra,Standard
CUST-0594,Kavya Nair,Kolkata,West Bengal,Standard
CUST-0595,Diya Singh,Chennai,Tamil Nadu,Standard
CUST-0596,Karan Rao,Hyderabad,Telangana,VIP Customer
CUST-0597,Ananya Banerjee,Thane,Maharashtra,Frequent Buyer
CUST-0598,Meera Reddy,Delhi,Delhi,Standard
CUST-0599,Diya Banerjee,Chennai,Tamil Nadu,Standard
CUST-0600,Aarav Nair,Bengaluru,Karnataka,Frequent Buyer
CUST-0601,Nikhil Kulkarni,Hyderabad,Telangana,Frequent Buyer
CUST-0602,Diya Reddy,Chennai,Tamil Nadu,Frequent Buyer
CUST-0603,Amit Nair,Bengaluru,Karnataka,Standard
CUST-0604,Aarav Chopra,Kolkata,West Bengal,Frequent Buyer
CUST-0605,Priya Nair,Mumbai,Maharashtra,Standard
CUST-0606,Ananya Singh,Jaipur,Rajasthan,Standard
CUST-0607,Kavya Kulkarni,Bengaluru,Karnataka,Frequent Buyer
CUST-0608,Siddharth Banerjee,Thane,Maharashtra,Standard
CUST-0609,Pooja Gupta,Delhi,Delhi,Frequent Buyer
CUST-0610,Kavya Shah,Mumbai,Maharashtra,Frequent Buyer
CUST-0611,Riya Singh,Bengaluru,Karnataka,Frequent Buyer
CUST-0612,Sneha Nair,Chennai,Tamil Nadu,Standard
CUST-0613,Priya Reddy,Jaipur,Rajasthan,Standard
CUST-0614,Pooja Nair,Delhi,Delhi,Standard
CUST-0615,Aditya Deshmukh,Jaipur,Rajasthan,Standard
CUST-0616,Vikram Joshi,Kolkata,West Bengal,Standard
CUST-0617,Rahul Mehta,Delhi,Delhi,Standard
CUST-0618,Priya Banerjee,Chennai,Tamil Nadu,Frequent Buyer
CUST-0619,Aditya Gupta,Kolkata,West Bengal,Standard
CUST-0620,Ananya Shah,Delhi,Delhi,Frequent Buyer
CUST-0621,Varun Reddy,Pune,Maharashtra,Standard
CUST-0622,Rahul Chopra,Hyderabad,Telangana,Frequent Buyer
CUST-0623,Priya Patel,Hyderabad,Telangana,Standard
CUST-0624,Varun Kulkarni,Delhi,Delhi,Standard
CUST-0625,Varun Singh,Delhi,Delhi,Frequent Buyer
CUST-0626,Rahul Sharma,Ahmedabad,Gujarat,Standard
CUST-0627,Riya Reddy,Delhi,Delhi,Standard
CUST-0628,Amit Shah,Hyderabad,Telangana,Frequent Buyer
CUST-0629,Siddharth Gupta,Chennai,Tamil Nadu,Standard
CUST-0630,Riya Banerjee,Ahmedabad,Gujarat,VIP Customer
CUST-0631,Rahul Singh,Pune,Maharashtra,Standard
CUST-0632,Rahul Deshmukh,Hyderabad,Telangana,Standard
CUST-0633,Nikhil Gupta,Pune,Maharashtra,Frequent Buyer
CUST-0634,Nikhil Joshi,Jaipur,Rajasthan,Frequent Buyer
CUST-0635,Riya Sharma,Bengaluru,Karnataka,Standard
CUST-0636,Priya Deshmukh,Bengaluru,Karnataka,Frequent Buyer
CUST-0637,Vikram Verma,Chennai,Tamil Nadu,VIP Customer
CUST-0638,Priya Deshmukh,Kolkata,West Bengal,Standard
CUST-0639,Riya Nair,Ahmedabad,Gujarat,Standard
CUST-0640,Diya Gupta,Bengaluru,Karnataka,Standard
CUST-0641,Rohan Kulkarni,Chennai,Tamil Nadu,VIP Customer
CUST-0642,Pooja Deshmukh,Kolkata,West Bengal,Standard
CUST-0643,Rahul Deshmukh,Ahmedabad,Gujarat,Standard
CUST-0644,Karan Mehta,Delhi,Delhi,Frequent Buyer
CUST-0645,Priya Verma,Ahmedabad,Gujarat,Standard
CUST-0646,Sneha Reddy,Chennai,Tamil Nadu,Standard
CUST-0647,Karan Mehta,Kolkata,West Bengal,Standard
CUST-0648,Pooja Gupta,Chennai,Tamil Nadu,Standard
CUST-0649,Aditya Gupta,Ahmedabad,Gujarat,VIP Customer
CUST-0650,Rohan Kulkarni,Bengaluru,Karnataka,Standard
CUST-0651,Varun Patel,Kolkata,West Bengal,Standard
CUST-0652,Diya Rao,Bengaluru,Karnataka,Standard
CUST-0653,Meera Joshi,Mumbai,Maharashtra,Standard
CUST-0654,Vikram Deshmukh,Jaipur,Rajasthan,Standard
CUST-0655,Ananya Chopra,Mumbai,Maharashtra,Frequent Buyer
CUST-0656,Vikram Deshmukh,Ahmedabad,Gujarat,Standard
CUST-0657,Sneha Shah,Thane,Maharashtra,Standard
CUST-0658,Pooja Joshi,Mumbai,Maharashtra,Standard
CUST-0659,Ishita Rao,Hyderabad,Telangana,Frequent Buyer
CUST-0660,Ishita Patel,Thane,Maharashtra,Frequent Buyer
CUST-0661,Diya Nair,Hyderabad,Telangana,Frequent Buyer
CUST-0662,Pooja Patel,Hyderabad,Telangana,Standard
CUST-0663,Vikram Joshi,Mumbai,Maharashtra,Standard
CUST-0664,Kavya Mehta,Delhi,Delhi,Standard
CUST-0665,Neha Joshi,Kolkata,West Bengal,Frequent Buyer
CUST-0666,Kavya Singh,Delhi,Delhi,VIP Customer
CUST-0667,Varun Reddy,Kolkata,West Bengal,Standard
CUST-0668,Rohan Nair,Kolkata,West Bengal,Standard
CUST-0669,Riya Patel,Jaipur,Rajasthan,Standard
CUST-0670,Meera Singh,Delhi,Delhi,Frequent Buyer
CUST-0671,Karan Nair,Pune,Maharashtra,Standard
CUST-0672,Siddharth Mehta,Kolkata,West Bengal,Standard
CUST-0673,Siddharth Reddy,Kolkata,West Bengal,Standard
CUST-0674,Meera Gupta,Kolkata,West Bengal,Standard
CUST-0675,Diya Verma,Hyderabad,Telangana,Standard
CUST-0676,Rahul Patel,Pune,Maharashtra,Frequent Buyer
CUST-0677,Sneha Sharma,Kolkata,West Bengal,Standard
CUST-0678,Neha Joshi,Chennai,Tamil Nadu,Frequent Buyer
CUST-0679,Priya Shah,Bengaluru,Karnataka,Frequent Buyer
CUST-0680,Nikhil Rao,Hyderabad,Telangana,Frequent Buyer
CUST-0681,Ishita Sharma,Chennai,Tamil Nadu,Standard
CUST-0682,Rahul Verma,Chennai,Tamil Nadu,Standard
CUST-0683,Aditya Rao,Hyderabad,Telangana,Standard
CUST-0684,Riya Verma,Delhi,Delhi,Standard
CUST-0685,Rohan Banerjee,Bengaluru,Karnataka,Standard
CUST-0686,Riya Deshmukh,Ahmedabad,Gujarat,Standard
CUST-0687,Diya Rao,Pune,Maharashtra,Standard
CUST-0688,Ananya Deshmukh,Ahmedabad,Gujarat,Frequent Buyer
CUST-0689,Ishita Joshi,Jaipur,Rajasthan,Standard
CUST-0690,Aarav Joshi,Jaipur,Rajasthan,Standard
CUST-0691,Siddharth Patel,Thane,Maharashtra,Standard
CUST-0692,Karan Rao,Jaipur,Rajasthan,Standard
CUST-0693,Varun Joshi,Hyderabad,Telangana,Frequent Buyer
CUST-0694,Aarav Mehta,Pune,Maharashtra,Frequent Buyer
CUST-0695,Ananya Patel,Thane,Maharashtra,Frequent Buyer
CUST-0696,Sneha Rao,Chennai,Tamil Nadu,Frequent Buyer
CUST-0697,Neha Kulkarni,Mumbai,Maharashtra,Standard
CUST-0698,Priya Gupta,Pune,Maharashtra,Standard
CUST-0699,Amit Reddy,Hyderabad,Telangana,Standard
CUST-0700,Kavya Mehta,Ahmedabad,Gujarat,VIP Customer
CUST-0701,Vikram Rao,Mumbai,Maharashtra,Frequent Buyer
CUST-0702,Nikhil Sharma,Thane,Maharashtra,Frequent Buyer
CUST-0703,Ananya Nair,Chennai,Tamil Nadu,Standard
CUST-0704,Neha Shah,Delhi,Delhi,Standard
CUST-0705,Varun Rao,Delhi,Delhi,Standard
CUST-0706,Sneha Kulkarni,Jaipur,Rajasthan,Standard
CUST-0707,Nikhil Shah,Ahmedabad,Gujarat,VIP Customer
CUST-0708,Nikhil Rao,Jaipur,Rajasthan,Frequent Buyer
CUST-0709,Kavya Reddy,Chennai,Tamil Nadu,Standard
CUST-0710,Nikhil Reddy,Chennai,Tamil Nadu,Standard
CUST-0711,Sneha Joshi,Kolkata,West Bengal,Standard
CUST-0712,Varun Shah,Kolkata,West Bengal,Standard
CUST-0713,Riya Rao,Mumbai,Maharashtra,Frequent Buyer
CUST-0714,Rohan Rao,Bengaluru,Karnataka,Standard
CUST-0715,Priya Singh,Ahmedabad,Gujarat,VIP Customer
CUST-0716,Ananya Rao,Kolkata,West Bengal,Standard
CUST-0717,Siddharth Nair,Hyderabad,Telangana,Standard
CUST-0718,Ishita Banerjee,Chennai,Tamil Nadu,Frequent Buyer
CUST-0719,Karan Shah,Pune,Maharashtra,Frequent Buyer
CUST-0720,Aditya Mehta,Bengaluru,Karnataka,Standard
CUST-0721,Siddharth Banerjee,Mumbai,Maharashtra,Standard
CUST-0722,Varun Verma,Pune,Maharashtra,Frequent Buyer
CUST-0723,Neha Banerjee,Mumbai,Maharashtra,Frequent Buyer
CUST-0724,Diya Deshmukh,Kolkata,West Bengal,Standard
CUST-0725,Nikhil Gupta,Ahmedabad,Gujarat,Standard
CUST-0726,Neha Joshi,Hyderabad,Telangana,Frequent Buyer
CUST-0727,Nikhil Mehta,Delhi,Delhi,Frequent Buyer
CUST-0728,Diya Banerjee,Delhi,Delhi,VIP Customer
CUST-0729,Ananya Singh,Thane,Maharashtra,Frequent Buyer
CUST-0730,Neha Kulkarni,Mumbai,Maharashtra,Standard
CUST-0731,Meera Sharma,Hyderabad,Telangana,Standard
CUST-0732,Neha Patel,Hyderabad,Telangana,Standard
CUST-0733,Rahul Sharma,Mumbai,Maharashtra,Frequent Buyer
CUST-0734,Ishita Banerjee,Pune,Maharashtra,Standard
CUST-0735,Rahul Banerjee,Mumbai,Maharashtra,Standard
CUST-0736,Neha Singh,Mumbai,Maharashtra,Frequent Buyer
CUST-0737,Vikram Joshi,Mumbai,Maharashtra,Standard
CUST-0738,Karan Deshmukh,Jaipur,Rajasthan,VIP Customer
CUST-0739,Aditya Sharma,Ahmedabad,Gujarat,Frequent Buyer
CUST-0740,Nikhil Singh,Kolkata,West Bengal,Standard
CUST-0741,Vikram Banerjee,Ahmedabad,Gujarat,Frequent Buyer
CUST-0742,Karan Banerjee,Pune,Maharashtra,VIP Customer
CUST-0743,Neha Chopra,Mumbai,Maharashtra,Frequent Buyer
CUST-0744,Neha Banerjee,Kolkata,West Bengal,Frequent Buyer
CUST-0745,Rahul Gupta,Mumbai,Maharashtra,VIP Customer
CUST-0746,Aditya Nair,Jaipur,Rajasthan,Frequent Buyer
CUST-0747,Rahul Reddy,Chennai,Tamil Nadu,Standard
CUST-0748,Meera Verma,Delhi,Delhi,Standard
CUST-0749,Priya Verma,Mumbai,Maharashtra,Standard
CUST-0750,Riya Sharma,Kolkata,West Bengal,Standard
CUST-0751,Nikhil Reddy,Jaipur,Rajasthan,Frequent Buyer
CUST-0752,Siddharth Gupta,Thane,Maharashtra,Standard
CUST-0753,Kavya Verma,Jaipur,Rajasthan,Standard
CUST-0754,Vikram Chopra,Ahmedabad,Gujarat,Standard
CUST-0755,Ananya Banerjee,Hyderabad,Telangana,Standard
CUST-0756,Ananya Sharma,Kolkata,West Bengal,Frequent Buyer
CUST-0757,Karan Sharma,Pune,Maharashtra,Standard
CUST-0758,Aditya Joshi,Jaipur,Rajasthan,Frequent Buyer
CUST-0759,Sneha Chopra,Ahmedabad,Gujarat,Standard
CUST-0760,Priya Patel,Thane,Maharashtra,Standard
CUST-0761,Sneha Gupta,Ahmedabad,Gujarat,Standard
CUST-0762,Rohan Patel,Thane,Maharashtra,Frequent Buyer
CUST-0763,Neha Singh,Ahmedabad,Gujarat,Standard
CUST-0764,Priya Chopra,Jaipur,Rajasthan,Frequent Buyer
CUST-0765,Ananya Nair,Chennai,Tamil Nadu,Standard
CUST-0766,Priya Joshi,Chennai,Tamil Nadu,Frequent Buyer
CUST-0767,Amit Mehta,Mumbai,Maharashtra,Standard
CUST-0768,Meera Chopra,Jaipur,Rajasthan,Standard
CUST-0769,Varun Deshmukh,Mumbai,Maharashtra,Frequent Buyer
CUST-0770,Ananya Mehta,Kolkata,West Bengal,Standard
CUST-0771,Aarav Reddy,Hyderabad,Telangana,Frequent Buyer
CUST-0772,Aditya Shah,Thane,Maharashtra,Standard
CUST-0773,Karan Banerjee,Pune,Maharashtra,Standard
CUST-0774,Karan Singh,Hyderabad,Telangana,Standard
CUST-0775,Sneha Singh,Thane,Maharashtra,Standard
CUST-0776,Pooja Joshi,Bengaluru,Karnataka,Frequent Buyer
CUST-0777,Pooja Chopra,Bengaluru,Karnataka,Standard
CUST-0778,Sneha Mehta,Chennai,Tamil Nadu,VIP Customer
CUST-0779,Varun Banerjee,Ahmedabad,Gujarat,Standard
CUST-0780,Varun Banerjee,Delhi,Delhi,VIP Customer
CUST-0781,Priya Joshi,Hyderabad,Telangana,Standard
CUST-0782,Rahul Verma,Mumbai,Maharashtra,Standard
CUST-0783,Nikhil Patel,Bengaluru,Karnataka,Standard
CUST-0784,Varun Joshi,Pune,Maharashtra,Standard
CUST-0785,Diya Singh,Bengaluru,Karnataka,Standard
CUST-0786,Aarav Chopra,Pune,Maharashtra,Standard
CUST-0787,Rahul Reddy,Pune,Maharashtra,Frequent Buyer
CUST-0788,Nikhil Banerjee,Delhi,Delhi,VIP Customer
CUST-0789,Neha Deshmukh,Thane,Maharashtra,Standard
CUST-0790,Nikhil Joshi,Jaipur,Rajasthan,Frequent Buyer
CUST-0791,Aditya Sharma,Kolkata,West Bengal,Frequent Buyer
CUST-0792,Nikhil Reddy,Hyderabad,Telangana,VIP Customer
CUST-0793,Ananya Singh,Bengaluru,Karnataka,Standard
CUST-0794,Karan Kulkarni,Hyderabad,Telangana,Standard
CUST-0795,Riya Rao,Mumbai,Maharashtra,Frequent Buyer
CUST-0796,Varun Patel,Hyderabad,Telangana,Standard
CUST-0797,Sneha Reddy,Delhi,Delhi,Standard
CUST-0798,Sneha Singh,Delhi,Delhi,Standard
CUST-0799,Amit Singh,Kolkata,West Bengal,Standard
CUST-0800,Nikhil Verma,Ahmedabad,Gujarat,Frequent Buyer
CUST-0801,Kavya Singh,Bengaluru,Karnataka,Standard
CUST-0802,Amit Reddy,Pune,Maharashtra,Standard
CUST-0803,Rahul Patel,Chennai,Tamil Nadu,Standard
CUST-0804,Neha Mehta,Ahmedabad,Gujarat,Standard
CUST-0805,Varun Sharma,Mumbai,Maharashtra,Frequent Buyer
CUST-0806,Sneha Patel,Pune,Maharashtra,Standard
CUST-0807,Ishita Verma,Chennai,Tamil Nadu,Standard
CUST-0808,Karan Patel,Hyderabad,Telangana,Frequent Buyer
CUST-0809,Ishita Chopra,Jaipur,Rajasthan,Frequent Buyer
CUST-0810,Rohan Nair,Kolkata,West Bengal,Standard
CUST-0811,Nikhil Verma,Pune,Maharashtra,Frequent Buyer
CUST-0812,Neha Kulkarni,Mumbai,Maharashtra,Standard
CUST-0813,Aarav Mehta,Pune,Maharashtra,Frequent Buyer
CUST-0814,Amit Joshi,Mumbai,Maharashtra,Standard
CUST-0815,Aditya Chopra,Kolkata,West Bengal,Frequent Buyer
CUST-0816,Priya Patel,Mumbai,Maharashtra,Frequent Buyer
CUST-0817,Siddharth Verma,Kolkata,West Bengal,Standard
CUST-0818,Sneha Singh,Delhi,Delhi,Standard
CUST-0819,Kavya Chopra,Pune,Maharashtra,Standard
CUST-0820,Rahul Banerjee,Thane,Maharashtra,Standard
CUST-0821,Ishita Verma,Hyderabad,Telangana,Standard
CUST-0822,Ananya Gupta,Chennai,Tamil Nadu,Standard
CUST-0823,Ananya Verma,Hyderabad,Telangana,Frequent Buyer
CUST-0824,Amit Reddy,Kolkata,West Bengal,Standard
CUST-0825,Rohan Nair,Chennai,Tamil Nadu,Standard
CUST-0826,Vikram Joshi,Kolkata,West Bengal,Frequent Buyer
CUST-0827,Siddharth Shah,Mumbai,Maharashtra,VIP Customer
CUST-0828,Nikhil Joshi,Bengaluru,Karnataka,Standard
